"lat","lon","vals","standard_name","long_name","units"
-61.875,-69.625,364279952.5374356,,,
-61.875,-69.375,364279952.53743464,,,
-61.875,-69.125,364279952.5374518,,,
-61.875,-68.875,364279952.53743625,,,
-61.875,-68.625,364279952.5374322,,,
-61.875,-68.375,364279952.53743917,,,
-61.875,-68.125,364279952.5374311,,,
-61.875,-67.875,364279952.5374504,,,
-61.875,-67.625,364279952.53744066,,,
-61.875,-67.375,364279952.5374366,,,
-61.875,-67.125,364279952.53743464,,,
-61.875,-66.875,364279952.5374535,,,
-61.875,-66.625,364279952.5374297,,,
-61.875,-66.375,364279952.5374396,,,
-61.875,-66.125,364279952.53743744,,,
-61.875,-65.875,364279952.5374344,,,
-61.875,-65.625,364279952.5374504,,,
-61.875,-65.375,364279952.53743625,,,
-61.875,-65.125,364279952.53743845,,,
-61.875,-64.875,364279952.537435,,,
-61.875,-64.625,364279952.5374561,,,
-61.875,-64.375,364279952.5374349,,,
-61.875,-64.125,364279952.5374374,,,
-61.875,-63.875,364279952.5374308,,,
-61.875,-63.625,364279952.5374374,,,
-61.875,-63.375,364279952.5374554,,,
-61.875,-63.125,364279952.5374334,,,
-61.875,-62.875,364279952.5374394,,,
-61.875,-62.625,364279952.53743297,,,
-61.875,-62.375,364279952.5374545,,,
-61.875,-62.125,364279952.53744066,,,
-61.875,-61.875,364279952.5374317,,,
-61.875,-61.625,364279952.5374349,,,
-61.875,-61.375,364279952.53743464,,,
-61.875,-61.125,364279952.5374537,,,
-61.875,-60.875,364279952.53743607,,,
-61.875,-60.625,364279952.5374382,,,
-61.875,-60.375,364279952.5374393,,,
-61.875,-60.125,364279952.5374525,,,
-61.875,-59.875,364279952.53743446,,,
-61.875,-59.625,364279952.53744304,,,
-61.875,-59.375,364279952.5374311,,,
-61.875,-59.125,364279952.53743845,,,
-61.875,-58.875,364279952.53745896,,,
-61.875,-58.625,364279952.53743523,,,
-61.875,-57.125,364279952.5374291,,,
-61.875,-56.875,364279952.53744364,,,
-61.875,-56.625,364279952.5374379,,,
-61.875,-56.375,364279952.53744394,,,
-61.875,-56.125,364279952.5374288,,,
-61.875,-55.875,364279952.5374486,,,
-61.875,-55.625,364279952.5374377,,,
-61.875,-55.375,364279952.5374508,,,
-61.875,-55.125,364279952.5374313,,,
-61.875,-54.875,364279952.53742814,,,
-61.875,-54.625,364279952.53744537,,,
-61.875,-54.375,364279952.53743917,,,
-61.875,-54.125,364279952.5374379,,,
-61.875,-53.875,364279952.53744054,,,
-61.875,-53.625,364279952.53745127,,,
-61.875,-53.375,364279952.53743315,,,
-61.875,-53.125,364279952.5374418,,,
-61.875,-52.875,364279952.53743017,,,
-61.875,-52.625,364279952.53744215,,,
-61.875,-52.375,364279952.5374466,,,
-61.875,-52.125,364279952.5374275,,,
-61.875,-51.875,364279952.5374379,,,
-61.875,-51.625,364279952.5374403,,,
-61.875,-51.375,364279952.53745085,,,
-61.875,-51.125,364279952.5374399,,,
-61.875,-50.875,364279952.53743917,,,
-61.875,-50.625,364279952.53742754,,,
-61.875,-50.375,364279952.5374353,,,
-61.875,-50.125,364279952.5374501,,,
-62.125,-69.875,361302796.71770924,,,
-62.125,-69.625,361302796.7177148,,,
-62.125,-69.375,361302796.7177089,,,
-62.125,-69.125,361302796.7177253,,,
-62.125,-68.875,361302796.7177116,,,
-62.125,-68.625,361302796.7177057,,,
-62.125,-68.375,361302796.7177101,,,
-62.125,-68.125,361302796.71770644,,,
-62.125,-67.875,361302796.71772283,,,
-62.125,-67.625,361302796.71771467,,,
-62.125,-67.375,361302796.71770936,,,
-62.125,-67.125,361302796.71770686,,,
-62.125,-66.875,361302796.717729,,,
-62.125,-66.625,361302796.71770793,,,
-62.125,-66.375,361302796.717709,,,
-62.125,-66.125,361302796.71770936,,,
-62.125,-65.875,361302796.7177087,,,
-62.125,-65.625,361302796.7177224,,,
-62.125,-65.375,361302796.7177122,,,
-62.125,-65.125,361302796.7177094,,,
-62.125,-64.875,361302796.7177075,,,
-62.125,-64.625,361302796.71772414,,,
-62.125,-64.375,361302796.7177038,,,
-62.125,-64.125,361302796.7177145,,,
-62.125,-63.875,361302796.71770406,,,
-62.125,-63.625,361302796.7177049,,,
-62.125,-63.375,361302796.71772885,,,
-62.125,-63.125,361302796.71770984,,,
-62.125,-62.875,361302796.71770805,,,
-62.125,-62.625,361302796.71770823,,,
-62.125,-62.375,361302796.7177313,,,
